,question,intent_question,history,conversation_id,document_url_question,domain_question,text_answer,intent_answer,domain_answer,question_id,title,description,ingredients,steps
10,Can you show me how to set up a worm compost system?,ask_question_ingredients_tools,,Wizard-of-Task-diy-8,https://www.wikihow.com/Make-a-Worm-Compost-System,diy,Empty out your flask if there is any liquid in it.,answer_question_recipe_steps,diy,diy-8-0,How to Make a Worm Compost System,"
Vermicomposting, or worm composting, allows you to compost your food waste rapidly, while producing high quality compost soil and fertilizing liquid.  Best of all, it's self-contained and nearly odorless.

",,"['Obtain a worm bin.', ""If you don't want to buy a worm bin, you can also build one on your own."", 'build one', 'Use four old car tires for a makeshift home.', 'Place the worm bin in a cool area to protect it from excessive heat.', 'Prepare the bedding for your worms.', 'Choose which worms you want.', 'Feed your worms digestible amounts regularly.', 'Maintain your bin.', 'Pay attention to some composting ""dont\'s"".', ""Harvest the compost once it's ready.""]"
11,Do worms prefer a specific soil? ,ask_question_recipe_steps,student: What tools do I need to build a worm compost system? | teacher: I have attached a list of tools below this message that you will need for building a worm composting system. | student: Can you specify what the square is referring to on your list? | teacher: To hold the worms in together,Wizard-of-Task-diy-8,https://www.wikihow.com/Make-a-Worm-Compost-System,diy,"At this point you should have added ice and salt to the flask, and now you'll want to close the lid securely and shake.",answer_question_recipe_steps,diy,diy-8-3,How to Make a Worm Compost System,"
Vermicomposting, or worm composting, allows you to compost your food waste rapidly, while producing high quality compost soil and fertilizing liquid.  Best of all, it's self-contained and nearly odorless.

",,"['Obtain a worm bin.', ""If you don't want to buy a worm bin, you can also build one on your own."", 'build one', 'Use four old car tires for a makeshift home.', 'Place the worm bin in a cool area to protect it from excessive heat.', 'Prepare the bedding for your worms.', 'Choose which worms you want.', 'Feed your worms digestible amounts regularly.', 'Maintain your bin.', 'Pay attention to some composting ""dont\'s"".', ""Harvest the compost once it's ready.""]"
12,I'm not sure if you understood my previous question.  Could you try answering again?,ask_question_recipe_steps,"student: Is the cheapest way to fertilize a garden with compost from my kitchen? | teacher: Cheap, convenient and efficient.",Wizard-of-Task-diy-9,https://www.wikihow.com/Fertilize-a-Garden-Cheaply,diy,"There are many types of worms, two that are commonly raised are night crawlers and red wrigglers. I've shared details about worms here.",answer_question_recipe_steps,diy,diy-9-1,How to Fertilize a Garden Cheaply,"
Fertilizing your garden is a great way to improve the soil and ensure your plants grow well. Commercial fertilizer can be expensive and full of harmful chemicals that are toxic for the soil. You can fertilize your garden cheaply, and naturally, by using food products and plants. You can also use animal products as natural, cheap fertilizer.

",,"['Use coffee grounds as fertilizer.', 'Fertilize the garden with bananas.', 'Add egg shells to the garden.', 'Fertilize the garden with Blackstrap molasses.', 'Soak the garden with epsom salts.', 'Use grass clippings.', 'Make green manure with plants.', 'Use wood ash or sawdust as fertilizer.', 'Fertilize the garden with aged animal manure.', 'Use fish guts and bones to make fish fertilizer.', 'Fertilize with worm castings.']"
13,I don't have a coffee grinder. Can I crush the shells by hand? How fine do they have to be?,ask_question_recipe_steps,"student: We'll go with coffee, because I always have that around the house!  So how do I get started fertilizing? | teacher: You will begin by drying your coffee grounds before spreading them like mulch. I have added on cautions that you should take. | student: That's so helpful!  I've dried the grounds and spread them around.  Is that it? | teacher: It is fine but you could also try using egg shells for added nutrients. ",Wizard-of-Task-diy-9,https://www.wikihow.com/Fertilize-a-Garden-Cheaply,diy,You'll want to feed the worms various food scraps. ,answer_question_recipe_steps,diy,diy-9-2,How to Fertilize a Garden Cheaply,"
Fertilizing your garden is a great way to improve the soil and ensure your plants grow well. Commercial fertilizer can be expensive and full of harmful chemicals that are toxic for the soil. You can fertilize your garden cheaply, and naturally, by using food products and plants. You can also use animal products as natural, cheap fertilizer.

",,"['Use coffee grounds as fertilizer.', 'Fertilize the garden with bananas.', 'Add egg shells to the garden.', 'Fertilize the garden with Blackstrap molasses.', 'Soak the garden with epsom salts.', 'Use grass clippings.', 'Make green manure with plants.', 'Use wood ash or sawdust as fertilizer.', 'Fertilize the garden with aged animal manure.', 'Use fish guts and bones to make fish fertilizer.', 'Fertilize with worm castings.']"
14,What is the cord going to be used for?,ask_question_recipe_steps,"student: What type of tools am I going to need for this?  | teacher: No tools needed for memory foam mattress  | student: If there are no tools needed, then how do I decide how to make the purchase? | teacher: There are tools to be needed, I am not sure what that person meant. Here is a list. ",Wizard-of-Task-diy-10,https://www.wikihow.com/Buy-a-Memory-Foam-Mattress,diy,I need to now tell you how to maintain your bin.,answer_question_recipe_steps,diy,diy-10-2,How to Buy a Memory Foam Mattress,"
Memory foam mattresses are well known for their extreme comfort. The material molds to your body, making it feel like you’re sleeping on a cloud. These mattresses can provide a comfortable night’s sleep to a wide variety of consumers looking for both firm and soft beds. Before you make your purchase, you’ll want to understand some of the different options and characteristics of memory foam mattresses.

",,"['Pick high-density foam for firmness and durability.', 'Choose medium-density foam for a compromise.', 'Go with low-density foam for softness and a lower cost.', 'Check the ILD rating of each layer in the mattress.', 'Look for memory foam mattresses with cooling layers.', 'Choose gel memory foam for a cool surface and good support.', 'Pick natural latex foam to avoid the drawbacks of memory foam.', 'Avoid harmful chemicals by checking for CertiPUR-US certifications.', 'Choose a bamboo cover for hypoallergenic protection.', 'Read online reviews to gauge quality and pricing.', 'Visit a local mattress store.', 'Spend at least twenty minutes with each option.', 'Read the warranty information carefully.', 'Ask your salesperson for a trial period.', 'Negotiate the price if you’re in a small store.', 'Search for coupons.', 'Purchase in a store to receive more reliable customer service.', 'Buy online for reduced prices and convenient purchasing.', 'File the receipt, warranty, and trial paperwork.']"
15,Yes. How do I determine what is a good quality mattress when I'm in the store?,ask_question_recipe_steps,student: What is the cord going to be used for? | teacher: You don't need a cord here. The store should deliver the mattress to you when you buy the mattress. | student: What type of mattress is good for side sleepers?  | teacher: This is irrelevant for this conversation. Would you like to continue working on how to buy a memory foam mattress?,Wizard-of-Task-diy-10,https://www.wikihow.com/Buy-a-Memory-Foam-Mattress,diy,Maintain the compost bin by adding to it and checking on it daily.,answer_question_recipe_steps,diy,diy-10-4,How to Buy a Memory Foam Mattress,"
Memory foam mattresses are well known for their extreme comfort. The material molds to your body, making it feel like you’re sleeping on a cloud. These mattresses can provide a comfortable night’s sleep to a wide variety of consumers looking for both firm and soft beds. Before you make your purchase, you’ll want to understand some of the different options and characteristics of memory foam mattresses.

",,"['Pick high-density foam for firmness and durability.', 'Choose medium-density foam for a compromise.', 'Go with low-density foam for softness and a lower cost.', 'Check the ILD rating of each layer in the mattress.', 'Look for memory foam mattresses with cooling layers.', 'Choose gel memory foam for a cool surface and good support.', 'Pick natural latex foam to avoid the drawbacks of memory foam.', 'Avoid harmful chemicals by checking for CertiPUR-US certifications.', 'Choose a bamboo cover for hypoallergenic protection.', 'Read online reviews to gauge quality and pricing.', 'Visit a local mattress store.', 'Spend at least twenty minutes with each option.', 'Read the warranty information carefully.', 'Ask your salesperson for a trial period.', 'Negotiate the price if you’re in a small store.', 'Search for coupons.', 'Purchase in a store to receive more reliable customer service.', 'Buy online for reduced prices and convenient purchasing.', 'File the receipt, warranty, and trial paperwork.']"
16,What are the benefits of high-density foam?,ask_question_recipe_steps,"student: Are mattress sizes all standard?  | teacher: Most mattress stores will carry most standard sizes of mattresses. Check your bed frame if you don't know the dimensions. After you got your size we want to think about what to look for in a mattress. I've shared some details for foam mattresses here. | student: What is memory foam made out of? | teacher: Memory foam can be made from many things and the individual components will change depending on density, firmness and cooling properties. Next I want to go over some details on density. I've shared them here.",Wizard-of-Task-diy-10,https://www.wikihow.com/Buy-a-Memory-Foam-Mattress,diy,"They have to be fine as crushed coffee grounds, which can be done by hand.",answer_question_recipe_steps,diy,diy-10-7,How to Buy a Memory Foam Mattress,"
Memory foam mattresses are well known for their extreme comfort. The material molds to your body, making it feel like you’re sleeping on a cloud. These mattresses can provide a comfortable night’s sleep to a wide variety of consumers looking for both firm and soft beds. Before you make your purchase, you’ll want to understand some of the different options and characteristics of memory foam mattresses.

",,"['Pick high-density foam for firmness and durability.', 'Choose medium-density foam for a compromise.', 'Go with low-density foam for softness and a lower cost.', 'Check the ILD rating of each layer in the mattress.', 'Look for memory foam mattresses with cooling layers.', 'Choose gel memory foam for a cool surface and good support.', 'Pick natural latex foam to avoid the drawbacks of memory foam.', 'Avoid harmful chemicals by checking for CertiPUR-US certifications.', 'Choose a bamboo cover for hypoallergenic protection.', 'Read online reviews to gauge quality and pricing.', 'Visit a local mattress store.', 'Spend at least twenty minutes with each option.', 'Read the warranty information carefully.', 'Ask your salesperson for a trial period.', 'Negotiate the price if you’re in a small store.', 'Search for coupons.', 'Purchase in a store to receive more reliable customer service.', 'Buy online for reduced prices and convenient purchasing.', 'File the receipt, warranty, and trial paperwork.']"
17,How often should I be watering my plant?,ask_question_recipe_steps,"student: I'm done digging, what do i do with the bulbs? | teacher: You should set the bulbs in the holes with the flat end facing down. | student: Alright, I've pressed my bulbs down firmly, flat-end down. What now? | teacher: The bulb should now be completely covered with soil, and watered throuroughly.",Wizard-of-Task-diy-11,https://www.wikihow.com/Grow-Elephant-Ear-Plants,diy,Most mattress stores will carry most standard sizes of mattresses. Check your bed frame if you don't know the dimensions. After you got your size we want to think about what to look for in a mattress. I've shared some details for foam mattresses here.,answer_question_recipe_steps,diy,diy-11-5,How to Grow Elephant Ear Plants (Colocasia),"
The Elephant Ear (Colocasia) is a tropical plant that grows up to 9 feet (2.7 m) tall and sprouts large, arrow-shaped leaves that resemble the ears on an elephant. To grow these stunning plants, plant the bulbs in the early spring with the right soil conditions. Care for them properly with frequent watering and fertilizing to watch them flourish. When it gets cold outside, dig up the bulbs to store them and plant them again next spring. If you live in USDA hardiness zone 8 or above, you can leave your elephant ears in the ground to regrow the next spring.

",,"['Plant in the spring when nighttime temperatures are above 50\xa0°F (10\xa0°C).', 'Pick an area that receives indirect sunlight.', 'Find a spot that is very moist with good drainage.', 'Test for rich soil that has a pH level between 5.5 and 7.', 'Place the holes for your bulbs at least 3 feet (0.91\xa0m) apart.', 'Dig a hole so the bulb sits 1 to 2 inches (2.5 to 5.1\xa0cm) below the soil.', 'Set the bulb in the hole with the flat end facing down.', 'Cover the bulb completely with soil and water it thoroughly.', 'Mark the spot where the bulb is planted.', 'Wait 1 to 3 weeks before expecting your first sprout.', 'Water the plant in the morning at the roots to keep the soil moist.', 'Fertilize your plant once a month with a slow-release fertilizer.', 'Trim away faded or browning leaves as needed.', 'Cut the leaves to 1⁄2\xa0in (1.3\xa0cm) when it stops producing new leaves.', 'Dig up the plant when the temperature drops below 45\xa0°F (7\xa0°C).', 'Let the bulbs dry completely for 1 to 2 days.', 'Place the bulbs in a paper bag with holes for ventilation.', 'Store the bulbs in a cool, dry place between 45 and 55\xa0°F (7 and 13\xa0°C).']"
18,Why shouldn't I place my marker directly over the bulb?,ask_question_recipe_steps,"student: How often should I be watering my plant? | teacher: You want to make sure that the soil remains saturated. | student: Okay and I've kept the soil moist, what can I do next?  | teacher: Make sure to mark the spot where the bulb gets planted. It will take a few weeks for the plant to grow out from the soil. Use a stake, stone, or flag marker to notate the location.",Wizard-of-Task-diy-11,https://www.wikihow.com/Grow-Elephant-Ear-Plants,diy,"Memory foam can be made from many things and the individual components will change depending on density, firmness and cooling properties. Next I want to go over some details on density. I've shared them here.",answer_question_recipe_steps,diy,diy-11-6,How to Grow Elephant Ear Plants (Colocasia),"
The Elephant Ear (Colocasia) is a tropical plant that grows up to 9 feet (2.7 m) tall and sprouts large, arrow-shaped leaves that resemble the ears on an elephant. To grow these stunning plants, plant the bulbs in the early spring with the right soil conditions. Care for them properly with frequent watering and fertilizing to watch them flourish. When it gets cold outside, dig up the bulbs to store them and plant them again next spring. If you live in USDA hardiness zone 8 or above, you can leave your elephant ears in the ground to regrow the next spring.

",,"['Plant in the spring when nighttime temperatures are above 50\xa0°F (10\xa0°C).', 'Pick an area that receives indirect sunlight.', 'Find a spot that is very moist with good drainage.', 'Test for rich soil that has a pH level between 5.5 and 7.', 'Place the holes for your bulbs at least 3 feet (0.91\xa0m) apart.', 'Dig a hole so the bulb sits 1 to 2 inches (2.5 to 5.1\xa0cm) below the soil.', 'Set the bulb in the hole with the flat end facing down.', 'Cover the bulb completely with soil and water it thoroughly.', 'Mark the spot where the bulb is planted.', 'Wait 1 to 3 weeks before expecting your first sprout.', 'Water the plant in the morning at the roots to keep the soil moist.', 'Fertilize your plant once a month with a slow-release fertilizer.', 'Trim away faded or browning leaves as needed.', 'Cut the leaves to 1⁄2\xa0in (1.3\xa0cm) when it stops producing new leaves.', 'Dig up the plant when the temperature drops below 45\xa0°F (7\xa0°C).', 'Let the bulbs dry completely for 1 to 2 days.', 'Place the bulbs in a paper bag with holes for ventilation.', 'Store the bulbs in a cool, dry place between 45 and 55\xa0°F (7 and 13\xa0°C).']"
19,It took the full three weeks but I'm finally seeing some sprouts. How do I nurture them?,ask_question_recipe_steps,"student: Why shouldn't I place my marker directly over the bulb? | teacher: This will prevent overcrowding if you are crowing other things in the same area  | student: Okay and is there another step that I should take after this?  | teacher: Yes, no we will learn about how to care for the plant. First step is to wait 1 to 3 weeks after planting to expect your first sprout.",Wizard-of-Task-diy-11,https://www.wikihow.com/Grow-Elephant-Ear-Plants,diy,High density is best if you like a very firm mattress. I've share the details here.,answer_question_recipe_steps,diy,diy-11-7,How to Grow Elephant Ear Plants (Colocasia),"
The Elephant Ear (Colocasia) is a tropical plant that grows up to 9 feet (2.7 m) tall and sprouts large, arrow-shaped leaves that resemble the ears on an elephant. To grow these stunning plants, plant the bulbs in the early spring with the right soil conditions. Care for them properly with frequent watering and fertilizing to watch them flourish. When it gets cold outside, dig up the bulbs to store them and plant them again next spring. If you live in USDA hardiness zone 8 or above, you can leave your elephant ears in the ground to regrow the next spring.

",,"['Plant in the spring when nighttime temperatures are above 50\xa0°F (10\xa0°C).', 'Pick an area that receives indirect sunlight.', 'Find a spot that is very moist with good drainage.', 'Test for rich soil that has a pH level between 5.5 and 7.', 'Place the holes for your bulbs at least 3 feet (0.91\xa0m) apart.', 'Dig a hole so the bulb sits 1 to 2 inches (2.5 to 5.1\xa0cm) below the soil.', 'Set the bulb in the hole with the flat end facing down.', 'Cover the bulb completely with soil and water it thoroughly.', 'Mark the spot where the bulb is planted.', 'Wait 1 to 3 weeks before expecting your first sprout.', 'Water the plant in the morning at the roots to keep the soil moist.', 'Fertilize your plant once a month with a slow-release fertilizer.', 'Trim away faded or browning leaves as needed.', 'Cut the leaves to 1⁄2\xa0in (1.3\xa0cm) when it stops producing new leaves.', 'Dig up the plant when the temperature drops below 45\xa0°F (7\xa0°C).', 'Let the bulbs dry completely for 1 to 2 days.', 'Place the bulbs in a paper bag with holes for ventilation.', 'Store the bulbs in a cool, dry place between 45 and 55\xa0°F (7 and 13\xa0°C).']"
20,"Sorry, I'm a total plant novice.  What do you mean by ""go to seed""?",ask_question_recipe_steps,"student: Gotcha!  Once I have all these, how do I get started? | teacher: First, you need to encourage the seed production of your sweet peas. You do this by not picking the flowers, so that energy is used to produce seed pods instead. | student: Ok. I won't pick any more flowers to be sure. What else do I do now? | teacher: You want to let the plant go to seed",Wizard-of-Task-diy-12,https://www.wikihow.com/Harvest-Sweet-Pea-Seed-Pods,diy,Yes. Do not plant outside until the temperatures are above 50F at night.,answer_question_recipe_steps,diy,diy-12-2,How to Harvest Sweet Pea Seed Pods,"
The sweet pea is a flowering plant that’s native to parts of the Mediterranean, but people grow it all over the world for the sweet-smelling and beautiful flowers. Sweet pea pods and seeds are not edible, but you can harvest them from the plant to propagate more flowers. Sweet pea flowers come in many colors, making them a popular choice for gardens and floral arrangements. To plant more sweet peas, you can harvest and dry the pods and collect the seeds for planting the following year.

",,"['Stop picking the flowers to encourage seed production.', 'Let the plant go to seed.', 'Watch for the pods to go brown.', ""Pick the pods when they're paper bag brown."", 'Hang the pods to dry.', 'Break open the splitting pods.', 'Remove the seeds from the pods.', 'Dry the seeds for another day or two if necessary.', 'Store the seeds in a cool, dry place.', 'Plant the seeds in late winter or early spring.', 'Select a sunny site with cool soil.', 'Amend the soil.', 'Soak and nick the seeds.', 'Plant the seeds.', 'Water the plants regularly as they grow.']"
21,"It looks like they turned out well! So should I store them in the pods, or take them out? I'm going to store them in an airtight container, but I was wondering how long they will last? Is there anything else i need to do, or do I just store them at this point? ",ask_question_recipe_steps,"student: So after they turn brown and I've left some stem on the pods, what is after that? | teacher: Harvest the dried pods from the vine. | student: Do I need a special container to hold the seeds? | teacher: No special container is needed for the seeds",Wizard-of-Task-diy-12,https://www.wikihow.com/Harvest-Sweet-Pea-Seed-Pods,diy,You want to make sure that the soil remains saturated.,answer_question_recipe_steps,diy,diy-12-6,How to Harvest Sweet Pea Seed Pods,"
The sweet pea is a flowering plant that’s native to parts of the Mediterranean, but people grow it all over the world for the sweet-smelling and beautiful flowers. Sweet pea pods and seeds are not edible, but you can harvest them from the plant to propagate more flowers. Sweet pea flowers come in many colors, making them a popular choice for gardens and floral arrangements. To plant more sweet peas, you can harvest and dry the pods and collect the seeds for planting the following year.

",,"['Stop picking the flowers to encourage seed production.', 'Let the plant go to seed.', 'Watch for the pods to go brown.', ""Pick the pods when they're paper bag brown."", 'Hang the pods to dry.', 'Break open the splitting pods.', 'Remove the seeds from the pods.', 'Dry the seeds for another day or two if necessary.', 'Store the seeds in a cool, dry place.', 'Plant the seeds in late winter or early spring.', 'Select a sunny site with cool soil.', 'Amend the soil.', 'Soak and nick the seeds.', 'Plant the seeds.', 'Water the plants regularly as they grow.']"
22,What type of climate do African violets grow in? ,ask_question_recipe_steps,,Wizard-of-Task-diy-14,https://www.wikihow.com/Grow-African-Violets,diy,Letting them go to seed means to stop picking the flowers.  That way the plant will focus its energy on producing pods.  Here's the full step for you.,answer_question_recipe_steps,diy,diy-14-0,How to Grow African Violets,"
African violets are a group of flowering perennial plants that are native to Tanzania, Kenya, and other areas of East Africa. Growing these violets at home is quite easy, but they need the right medium, nutrients, and environment to thrive. But as long as they get everything they require, African violets will bloom their beautiful purple flowers all year long, bringing a bit of summer to your home even in colder months.

",,"['Grow a new plant in water from a leaf.', 'Plant a leaf right in the soil.', 'Grow them from seeds.', 'Determine the right time to transplant.', 'Choose the right soil.', 'Select the right pot.', 'Separate plants grown from cuttings.', 'Transplant the violets.', 'Water the plants and store them somewhere warm and humid.', 'Water the plants when the soil feels dry.', 'Provide plenty of bright but indirect light.', 'Feed them fertilizer.', 'Monitor the temperature.', 'Maintain the humidity.', 'Repot the plants every year.']"
23,Why do i need to check the PH level of soil? ,ask_question_recipe_steps,"student: Gotcha, I picked them up from the nursery by my house.  What should I do now? | teacher: Now it's about picking the proper soil, which will have a pH of 6.4 to 6.9 and is going to be slightly acidic. The complete shared step is available for your review. | student: What tool do I need to test the soil pH? | teacher: You will use a ph strip to check the ph of the soil. After that we need the right pot. I've shared info on pots here.",Wizard-of-Task-diy-14,https://www.wikihow.com/Grow-African-Violets,diy,"I'm not quite sure what you mean about the sunshine.  For the seeds to dry, you want to keep them in a dry area, preferably dark but there are no specific requirements on sunshine. ",answer_question_recipe_steps,diy,diy-14-5,How to Grow African Violets,"
African violets are a group of flowering perennial plants that are native to Tanzania, Kenya, and other areas of East Africa. Growing these violets at home is quite easy, but they need the right medium, nutrients, and environment to thrive. But as long as they get everything they require, African violets will bloom their beautiful purple flowers all year long, bringing a bit of summer to your home even in colder months.

",,"['Grow a new plant in water from a leaf.', 'Plant a leaf right in the soil.', 'Grow them from seeds.', 'Determine the right time to transplant.', 'Choose the right soil.', 'Select the right pot.', 'Separate plants grown from cuttings.', 'Transplant the violets.', 'Water the plants and store them somewhere warm and humid.', 'Water the plants when the soil feels dry.', 'Provide plenty of bright but indirect light.', 'Feed them fertilizer.', 'Monitor the temperature.', 'Maintain the humidity.', 'Repot the plants every year.']"
24,"I've got the food, the filter, the various tools, do you have any other recommendations?",ask_question_ingredients_tools,"student: I have an unused backpack which is in good condition. Let me know what should I do next. | teacher: Next, you'll want to purchase appropriate nonperishable food items. | student: OK, I'm doing a mix of cans and some dehydrated foods, since it's lighter. I've got nuts and some nut butter as well. What should I do next? | teacher: Now you will want to make sure to get potable water or a water filtration system, such as a Britta water pitcher or a small bottle of bleach. Each person will need one gallon of water per day, so make sure that your filtration system can support that much or be prepared to bring that much water on your own.",Wizard-of-Task-diy-15,https://www.wikihow.com/Make-a-Go-Bag,diy,YOU CAN PUT IT ON YOUR HEAD FOR 20 MINUTES AT A TIME,answer_question_recipe_steps,diy,diy-15-1,How to Make a Go Bag,"
A ""Go Bag"" is an emergency-preparedness bag that you pack in advance, but hope you never need. These bags are useful in situations that require a hasty evacuation. Your emergency kit should be self-contained in one small or medium-sized bag and should contain enough nonperishable food and potable water for you and your family to last several days. You should also pack some tools (like a flashlight and a Swiss Army knife) and some extra clothing and blankets.

",,"['Purchase a heavy-duty duffel bag or a suitcase.', 'duffel bag', 'Purchase necessary food items.', 'Get potable water and/or a water filtration method.', 'Pack practical tools.', 'Pack extra clothing and blankets.', 'Bring camping supplies if possible.', 'Bring necessary sanitary products.', 'Pack all of your necessary medications and prescriptions.', 'Bring important paper items in sealed plastic bags.', 'Pack the heaviest items first.', 'Put clothing in resealable plastic bags.', 'Organize everything in your bag.', 'Store food goods in plastic or metal containers.', 'Store the bag in a cool, dry place.', 'Put the bag somewhere that is easily accessible.', 'Keep it out of reach of children and animals.']"
